"id","clinic_name_th","clinic_name_en","alias","xeomin_flag","belotero_flag","ulthera_flag","province","district","website","facebook","tel","latitude","longtitude","xeomin","x_beauty","belotero","skin_radiance","ulthera"
350,"ธีเค คลินิค สุพรรณบุรี","TK Clinic","ธีเค คลินิค สุพรรณบุรี","N","N","N","สุพรรณบุรี","เมืองสุพรรณบุรี","","https://www.facebook.com/tkclinicth/posts/1596822743945619:0","090 626 3654",14.466796,100.106554,"N","N","Y","N","N"
351,"สถาบันสุขภาพและความงาม ตรัยญา","TRIA Health & Beauty Institute","สถาบันสุขภาพและความงาม ตรัยญา","N","N","N","กรุงเทพมหานคร","เขตห้วยขวาง","http://www.tria.co.th","https://www.facebook.com/TRIABKK/","02 660 2620",13.7526319,100.5803372,"N","N","N","N","Y"
352,"ทรัสต์ สหคลินิก","Trust Clinic","ทรัสต์ สหคลินิก","N","N","N","กรุงเทพมหานคร","","https://www.thetrustclinic.com/","https://www.facebook.com/TheTrustClinic/","02-090-0899",13.6949103,100.648494,"N","N","N","N","Y"
354,"ยูอาร์คลินิก","UR Clinic","ยูอาร์คลินิก","N","N","N","กรุงเทพมหานคร","เขตลาดพร้าว","http://www.ur-clinic.com/","https://www.facebook.com/urclinic/","061 619 5059",13.8027879,100.6146258,"N","N","N","N","Y"
356,"โรงพยาบาลเวชธานี","Vejthani Hospital","โรงพยาบาลเวชธานี","N","N","N","กรุงเทพมหานคร","เขตบางกะปิ","http://www.vejthani.com/","","02 734 0000",13.7718121,100.6369544,"Y","Y","Y","Y","Y"
357,"เวอร์เทคคลินิก","VERTEX Clinic","เวอร์เทคคลินิก","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","","https://www.facebook.com/fanvertexclinic","02-658-0845-7",13.7562108,100.5329357,"Y","N","N","N","N"
358,"โรงพยาบาลวิชัยเวชอินเตอร์เนชั่นแนล","Vichaivej International Hospital","โรงพยาบาลวิชัยเวชอินเตอร์เนชั่นแนล","N","N","N","สมุทรสาคร","กระทุ่มแบน","http://www.vichaivej.com/omnoi/","","02 441 6999",13.710304,100.291458,"N","N","N","N","Y"
360,"วีต้าคลินิก","Vita Aesthetics Clinic","วีต้าคลินิก","N","N","N","สุพรรณบุรี","เมืองสุพรรณบุรี","http://www.vitabeautyclinic.com/","https://www.facebook.com/vitaaestheticsclinic/?rf=1541774996109309","035 525 959",13.746673,100.562766,"Y","N","N","N","N"
361,"ไวทัลโกร คลินิก","Vitalglow clinic","ไวทัลโกร คลินิก","N","N","N","กรุงเทพมหานคร","เขตมีนบุรี","https://www.vitalglowcentre.com","https://www.facebook.com/vitalglowcentre/","02 518 1818",13.811099,100.72371,"N","N","Y","N","N"
362,"ศูนย์ส่งเสริมสุขภาพไวทัลไลฟ์","Vitallife Wellness Center","ศูนย์ส่งเสริมสุขภาพไวทัลไลฟ์","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","https://www.vitallifeintegratedhealth.com/","https://www.facebook.com/VitallifeWellness/","02 667 2340",13.7452588,100.5520816,"Y","N","Y","Y","Y"
363,"วีว่าคลินิก สาขาปิ่นเกล้า","Viva clinic @Viva clinic","วีว่าคลินิก สาขาปิ่นเกล้า","N","N","N","กรุงเทพมหานคร","เขตบางพลัด","http://www.vivaclinic.net/main.php?filename=viva_Grop","https://www.facebook.com/vivaclinic/","083 666 6636",13.776192,100.479562,"Y","N","Y","N","N"
364,"วี เอส คลินิก","VS Clinic","วี เอส คลินิก","N","N","N","กรุงเทพมหานคร","เขตราชเทวี","","https://www.facebook.com/Vscliniccentury/","085 032 4666",13.7328726,100.4688958,"Y","N","Y","N","N"
365,"วีเชพ คลินิก","Vshape Clinic","วีเชพ คลินิก","N","N","N","ชลบุรี","เมืองชลบุรี","","https://www.facebook.com/vshapepattaya/","092 720 4008",12.9358213,100.8890618,"N","N","Y","N","N"
367,"คลินิกเวชกรรมเฉพาะทางผิวหนังเลเซอร์วัฒนรักษ์","Wattanarak Laser and Skin Clinic","คลินิกเวชกรรมเฉพาะทางผิวหนังเลเซอร์วัฒนรักษ์","N","N","N","กรุงเทพมหานคร","เขตบางรัก","","https://www.facebook.com/WattanarakClinic","02 632 0888",13.7279579,100.5359108,"N","N","N","N","Y"
368,"วีเเคร์คลินิก","We care clinic","วีเเคร์คลินิก","N","N","N","ชลบุรี","บางละมุง","http://wecareclinicpattaya.com/","https://www.facebook.com/wecareclinicpattaya/","038-412265",13.7775871,100.5423169,"Y","N","Y","N","N"
369,"วี คลินิกเวชกรรมขอนแก่น","We Cosmet Clinic","วี คลินิกเวชกรรมขอนแก่น","N","N","N","ขอนแก่น","เมืองขอนแก่น","","https://www.facebook.com/WeCosmetClinic/","095 663 3782",16.417128,102.818576,"N","N","Y","N","N"
370,"วินโฮลิสติกคลีนิก สาขาราชเทวี","Wind Clinic Ratchathewi Branch","วินโฮลิสติกคลีนิก สาขาราชเทวี","N","N","N","กรุงเทพมหานคร","เขตราชเทวี","http://www.windholisticclinic.com/","","02-363-8914",13.7509202,100.5312062,"N","N","N","N","Y"
371,"วินโฮลิสติกคลีนิก สาขาเกษตร-นวมินทร์","Wind Clinic Kaset-nawamin Branch","วินโฮลิสติกคลีนิก สาขาเกษตร-นวมินทร์","N","N","N","กรุงเทพมหานคร","เขตบึงกุ่ม","http://www.windholisticclinic.com/","","093-889-1089",13.818961,100.65207,"N","N","N","N","Y"
373,"วินโฮลิสติกคลีนิก สาขาชลบุรี","Wind Clinic Chonburi Branch","วินโฮลิสติกคลีนิก สาขาชลบุรี","N","N","N","ชลบุรี","ศรีราชา","http://www.windholisticclinic.com/","","062-449-3663",13.1689345,100.9304454,"N","N","N","N","Y"
374,"Wild Clinic","Wild Clinic","Wild Clinic","N","N","N","กรุงเทพมหานคร","เขตบางรัก","","https://www.facebook.com/WildClinic/","02 101 6978",13.7237033,100.5311626,"Y","N","Y","N","N"
375,"วิวรรณคลินิก","WIWAN CLINIC","วิวรรณคลินิก","N","N","N","พัทลุง","เมืองพัทลุง","http://www.wiwanclinic.com/","https://www.facebook.com/pages/Wiwan-Clinic-วิวรรณ-คลินิก/160073157407163","074 617 999",7.8340309999999995,99.940403,"Y","N","N","N","N"
376,"วอนจิน คลินิก","Wonjin Clinic","วอนจิน คลินิก","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","http://www.wonjinthailand.com/","https://www.facebook.com/wonjinthailand","097 251 5683",13.74523,100.5407894,"N","N","N","N","Y"
378,"วีนน์ คลินิก","Wynn Clinic","วีนน์ คลินิก","N","N","N","สงขลา","หาดใหญ่","","https://www.facebook.com/wynncenter/","098 556 6924",7.013678,100.48183,"N","N","Y","N","N"
379,"รพ.ยันฮี","Yanhee International Hospital","รพ.ยันฮี","N","N","N","กรุงเทพมหานคร","เขตบางพลัด","http://www.yanhee.net/home","https://www.facebook.com/YanheeHospital.YH/","02 879 0300",13.7998839,100.5108439,"N","N","N","N","Y"
381,"ยศการคลินิก","Yoskarn Clinic","ยศการคลินิก","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","http://www.laser-surgery-bangkok.com","https://www.facebook.com/yoskarnclinic/","02 253 8901",13.7481995,100.541511,"Y","N","N","N","Y"
382,"ยศสินีคลินิก สาขานครปฐม","Yotsinee Clinic @Nakorn pathom Branch","ยศสินีคลินิก สาขานครปฐม","N","N","N","นครปฐม","เมืองนครปฐม","http://www.yotsineeclinic.com","https://www.facebook.com/Yotsineeclinic-Thailand-499415990078784/","034 252729/094-47291",13.815202,100.062446,"N","N","N","N","Y"
383,"ยศสินีคลินิก สาขาบางแค","Yotsinee Clinic @Bangkae Branch","ยศสินีคลินิก สาขาบางแค","N","N","N","กรุงเทพมหานคร","เขตบางแค","","","02 4582836/099246604",13.7116332,100.4342009,"N","N","N","N","Y"
386,"ปิยะพรคลินิก (หาดใหญ่)","Piyaporn Clinic Hatyai","ปิยะพรคลินิก (หาดใหญ่)","N","N","N","สงขลา","หาดใหญ่","","https://www.facebook.com/piyapornclinic/","062995444",7.0047839,100.4777729,"Y","N","Y","N","Y"
387,"บี กิ๊ฟ คลินิก","Begift clinic","บี กิ๊ฟ คลินิก","N","N","N","ภูเก็ต","เมืองภูเก็ต","","https://www.facebook.com/begiftclinic/","099-4069829",7.8416015,98.3348742,"Y","N","Y","N","N"
388,"นัดดาว คลินิกเวชกรรม สาขา กรุงเทพ","Natdao clinic @BKK","นัดดาว คลินิกเวชกรรม สาขา กรุงเทพ","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://www.natdaoclinic.com/","https://www.facebook.com/natdaoclinic/","091-7398719",13.7140592,100.5933233,"N","N","Y","N","N"
389,"นัดดาว คลินิกเวชกรรม สาขา ชลบุรี","Natdao clinic @Chonburi","นัดดาว คลินิกเวชกรรม สาขา ชลบุรี","N","N","N","ชลบุรี","ศรีราชา","http://www.natdaoclinic.com/","https://www.facebook.com/natdaoclinic/","091-7817875",13.0344227,101.0934428,"N","N","Y","N","N"
390,"อภิชาดาคลินิก","Apichada clinic","อภิชาดาคลินิก","N","N","N","สงขลา","หาดใหญ่","http://apichadaclinic.com/","https://www.facebook.com/อภิชาดาคลินิก-727863393949619/","074255583",7.0032647,100.4581119,"N","N","Y","N","N"
391,"ชาร์ม เอสเธติก คลินิกเวชกรรม","Charm Clinic","ชาร์ม เอสเธติก คลินิกเวชกรรม","N","N","N","กรุงเทพมหานคร","เขตห้วยขวาง","http://www.charmclinic.net","https://www.facebook.com/yourcharmclinic/","065 232 6393/02 354",13.7571204,100.5673738,"Y","Y","Y","Y","Y"
392,"เจเนเชียคลินิก","Janasia Clinic","เจเนเชียคลินิก","N","N","N","นนทบุรี","เขตปากเกร็ด","https://janasiaclinic.com","https://th-th.facebook.com/janasiaclinic/","098-667-8988",13.9114171,100.5086858,"Y","N","N","N","N"
